ProductDesc,MfgOrderName,ProductNameM,SizeGroupM,MO_Qty,edwMESProcessingComplete,edwContainerName,edwEmployeeNumber,edwFactoryName,edwResourceName,Line_Num,ShiftName,edwWorkflowName,TxnDate,OperationId,OpsSequence,OperationName,InRework,edwTxnName,edwTxnTypeName,edwPreTxnContainerQty,edwPostTxnContainerQty,edwFromOperationName,edwToOperationName,edwFromStep_JobStep,edwToStep_JobStep,ReworkReasonName,edwReasonCodeName,TxnId
P,63561184,10039308104,A,10,Y,63561184-8082494,415228,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 9:35,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,200000000030a837
P,63561184,10039308104,A,10,Y,63561184-8082494,415228,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 9:53,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,200000000030a9db
P,63561184,10039308104,A,10,Y,63561184-8082492,415228,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 9:53,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,200000000030a9e2
P,63561184,10039308104,A,10,Y,63561184-8082492,415228,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 10:02,00060e40000005d7,24,24-DOC-0142972_OP,N,Hold,,1,1,,,,,,,200000000030aaed
P,63561184,10039308104,A,10,Y,63561184-8082492,417149,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 10:17,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,200000000030ac8f
P,63561184,10039308104,A,10,Y,63561184-8082492,417149,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 10:22,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,200000000030ad08
P,63561184,10039308104,A,10,Y,63561184-8082495,417149,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 10:22,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,200000000030ad10
P,63561184,10039308104,A,10,Y,63561184-8082495,417149,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 10:38,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,200000000030ae68
P,63561184,10039308104,A,10,Y,63561184-8082497,417149,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 10:42,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,200000000030aef9
P,63561184,10039308104,A,10,Y,63561184-8082497,417149,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 10:58,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,200000000030b046
P,63561184,10039308104,A,10,Y,63561184-8082496,417149,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 11:01,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,200000000030b080
P,63561184,10039308104,A,10,Y,63561184-8082496,417149,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 11:16,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,200000000030b20f
P,63561184,10039308104,A,10,Y,63561184-8082501,417149,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 11:16,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,200000000030b219
P,63561184,10039308104,A,10,Y,63561184-8082501,417149,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 11:30,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,200000000030b312
P,63561184,10039308104,A,10,Y,63561184-8082499,417149,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 12:18,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,200000000030b632
P,63561184,10039308104,A,10,Y,63561184-8082499,417149,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 12:34,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,200000000030b6e8
P,63561184,10039308104,A,10,Y,63561184-8082500,417149,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 12:35,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,200000000030b6f2
P,63561184,10039308104,A,10,Y,63561184-8082500,417149,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 12:48,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,200000000030b789
P,63561184,10039308104,A,10,Y,63561184-8082498,415191,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 13:05,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,200000000030b9e9
P,63561184,10039308104,A,10,Y,63561184-8082498,415191,SNG01                         ,DOC-0142972_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 13:24,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,200000000030bb8a
P,63561179,10039308104,A,10,Y,63561179-8082326,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 21:05,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,20000000002ff8aa
P,63561179,10039308104,A,10,Y,63561179-8082326,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 21:16,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,20000000002ffa19
P,63561176,10039308104,A,10,Y,63561176-8082383,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 9:25,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2E+15
P,63561177,10039308104,A,10,Y,63561177-8082401,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 21:27,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,20000000002ffb19
P,63561177,10039308104,A,10,Y,63561177-8082401,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 21:40,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,20000000002ffc5b
P,63561177,10039308104,A,10,Y,63561177-8082400,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 21:40,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,20000000002ffc5f
P,63561177,10039308104,A,10,Y,63561177-8082400,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 21:50,00060e40000005d7,24,24-DOC-0142972_OP,N,Hold,,1,1,,,,,,,20000000002ffd8c
P,63561177,10039308104,A,10,Y,63561177-8082400,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 22:17,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,20000000002fffce
P,63561177,10039308104,A,10,Y,63561177-8082400,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 22:21,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,2E+15
P,63561177,10039308104,A,10,Y,63561177-8082397,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 22:21,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2E+15
P,63561177,10039308104,A,10,Y,63561177-8082397,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 22:35,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,2E+15
P,63561177,10039308104,A,10,Y,63561177-8082396,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 22:37,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2E+15
P,63561177,10039308104,A,10,Y,63561177-8082395,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 22:51,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,200000000030030d
P,63561177,10039308104,A,10,Y,63561177-8082396,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 22:51,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,20000000003002f9
P,63561177,10039308104,A,10,Y,63561177-8082395,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 23:09,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,200000000030049e
P,63561177,10039308104,A,10,Y,63561177-8082398,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 23:09,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,20000000003004a1
P,63561177,10039308104,A,10,Y,63561177-8082394,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 23:22,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2E+15
P,63561177,10039308104,A,10,Y,63561177-8082398,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 23:22,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,2E+15
P,63561177,10039308104,A,10,Y,63561177-8082394,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 23:35,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,20000000003005d7
P,63561177,10039308104,A,10,Y,63561177-8082393,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 23:35,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,20000000003005d9
P,63561177,10039308104,A,10,Y,63561177-8082393,420293,SNG01                         ,DOC-0142972_WS04A,4,Shift 2,DOC-0143161_WF,12/29/2020 23:41,00060e40000005d7,24,24-DOC-0142972_OP,N,Hold,,1,1,,,,,,,20000000003005fe
P,63561176,10039308104,A,10,Y,63561176-8082383,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 9:33,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2E+15
P,63561176,10039308104,A,10,Y,63561176-8082383,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 9:32,00060e40000005d7,24,24-DOC-0142972_OP,N,Hold,,1,1,,,,,,,20000000003016f2
P,63561176,10039308104,A,10,Y,63561176-8082383,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 9:41,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,2.00E+16
P,63561176,10039308104,A,10,Y,63561176-8082386,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 9:45,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2E+15
P,63561176,10039308104,A,10,Y,63561176-8082386,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 10:00,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,20000000003019c6
P,63561176,10039308104,A,10,Y,63561176-8082387,428121,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 10:20,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2000000000301bcc
P,63561176,10039308104,A,10,Y,63561176-8082387,428121,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 10:28,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,2000000000301c9d
P,63561176,10039308104,A,10,Y,63561176-8082388,428121,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 10:44,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2.00E+74
P,63561176,10039308104,A,10,Y,63561176-8082388,428121,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 10:59,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,2000000000301f97
P,63561176,10039308104,A,10,Y,63561176-8082389,428121,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 11:01,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2000000000301fee
P,63561176,10039308104,A,10,Y,63561176-8082389,428121,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 11:17,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,2E+15
P,63561176,10039308104,A,10,Y,63561176-8082390,428121,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 11:17,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2E+15
P,63561176,10039308104,A,10,Y,63561176-8082390,428121,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 11:33,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,20000000003021a4
P,63561177,10039308104,A,10,Y,63561177-8082393,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 6:33,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,20000000003008c7
P,63561177,10039308104,A,10,Y,63561177-8082393,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 6:51,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,200000000030099d
P,63561177,10039308104,A,10,Y,63561177-8082399,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 7:00,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2000000000300a22
P,63561177,10039308104,A,10,Y,63561177-8082399,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 7:16,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,2000000000300b3d
P,63561177,10039308104,A,10,Y,63561177-8082392,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 7:18,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2000000000300b8f
P,63561177,10039308104,A,10,Y,63561177-8082392,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 7:37,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,2000000000300d19
P,63561176,10039308104,A,10,Y,63561176-8082382,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 7:38,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2000000000300d24
P,63561176,10039308104,A,10,Y,63561176-8082382,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 7:58,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,2000000000300e6e
P,63561176,10039308104,A,10,Y,63561176-8082381,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 7:58,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2.00E+83
P,63561176,10039308104,A,10,Y,63561176-8082381,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 8:20,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,2000000000300f88
P,63561176,10039308104,A,10,Y,63561176-8082385,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 8:21,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,2000000000300f8e
P,63561176,10039308104,A,10,Y,63561176-8082385,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 8:29,00060e40000005d7,24,24-DOC-0142972_OP,N,Hold,,1,1,,,,,,,2E+15
P,63561176,10039308104,A,10,Y,63561176-8082385,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 8:55,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,20000000003011ff
P,63561176,10039308104,A,10,Y,63561176-8082385,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 9:04,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,200000000030130e
P,63561176,10039308104,A,10,Y,63561176-8082384,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 9:09,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move In,,1,1,,,,,,,200000000030135f
P,63561176,10039308104,A,10,Y,63561176-8082384,427897,SNG01                         ,DOC-0142972_WS04A,4,Shift 1,DOC-0143161_WF,12/30/2020 9:25,00060e40000005d7,24,24-DOC-0142972_OP,N,edw Move Std,,1,1,,,,,,,200000000030163c
P,63561176,10039308104,A,10,Y,63561176-8082383,417518,SNG01                         ,DOC-0142978_WS04A,4,Shift 2,DOC-0143161_WF,12/30/2020 15:49,00060e40000005d1,30,30-DOC-0142978_OP,N,edw Move Std,,1,1,,,,,,,2E+15
P,63561176,10039308104,A,10,Y,63561176-8082387,417518,SNG01                         ,DOC-0142978_WS04A,4,Shift 2,DOC-0143161_WF,12/30/2020 15:50,00060e40000005d1,30,30-DOC-0142978_OP,N,edw Move In,,1,1,,,,,,,2E+15
P,63561176,10039308104,A,10,Y,63561176-8082387,417518,SNG01                         ,DOC-0142978_WS04A,4,Shift 2,DOC-0143161_WF,12/30/2020 16:03,00060e40000005d1,30,30-DOC-0142978_OP,N,edw Move Std,,1,1,,,,,,,20000000003035cc
P,63561176,10039308104,A,10,Y,63561176-8082390,417518,SNG01                         ,DOC-0142978_WS04A,4,Shift 2,DOC-0143161_WF,12/30/2020 16:04,00060e40000005d1,30,30-DOC-0142978_OP,N,edw Move In,,1,1,,,,,,,20000000003035ef
P,63561176,10039308104,A,10,Y,63561176-8082390,417518,SNG01                         ,DOC-0142978_WS04A,4,Shift 2,DOC-0143161_WF,12/30/2020 16:17,00060e40000005d1,30,30-DOC-0142978_OP,N,edw Move Std,,1,1,,,,,,,2E+15
P,63561176,10039308104,A,10,Y,63561176-8082389,417518,SNG01                         ,DOC-0142978_WS04A,4,Shift 2,DOC-0143161_WF,12/30/2020 16:17,00060e40000005d1,30,30-DOC-0142978_OP,N,edw Move In,,1,1,,,,,,,2E+15
P,63561176,10039308104,A,10,Y,63561176-8082389,417518,SNG01                         ,DOC-0142978_WS04A,4,Shift 2,DOC-0143161_WF,12/30/2020 16:30,00060e40000005d1,30,30-DOC-0142978_OP,N,edw Move Std,,1,1,,,,,,,20000000003038fe
P,63561184,10039308104,A,10,Y,63561184-8082493,422583,SNG01                         ,DOC-0142978_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 13:43,00060e40000005d1,30,30-DOC-0142978_OP,N,edw Move In,,1,1,,,,,,,200000000030bd6d
P,63561184,10039308104,A,10,Y,63561184-8082493,422583,SNG01                         ,DOC-0142978_WS10A,10,Shift 1,DOC-0143161_WF,1/4/2021 13:59,00060e40000005d1,30,30-DOC-0142978_OP,N,edw Move Std,,1,1,,,,,,,200000000030bece
